date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:15:21	89100/89100	---M--	200	added ('OK')	font/woff	etag:%2215c0c-59d0c080dc61a%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.woff	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.woff	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:22	708706/708706	---M--	200	added ('OK')	image/svg+xml	etag:%22ad062-59d0c080d4589%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.svg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.svg	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:25	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-59d0c080d2662%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.eot	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.eot	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:27	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%223508-59d0c080e5258%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.woff2	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.woff2	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:28	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-59d0c080ded3a%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.eot	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.eot	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:31	16800/16800	---M--	200	added ('OK')	font/woff	etag:%2241a0-59d0c080e3edf%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.woff	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.woff	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:32	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-59d0c080d2662%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.eot?	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400d41d.eot	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:32	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-59d0c080e0853%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.svg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.svg	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:33	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-59d0c080ded3a%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.eot?	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400d41d.eot	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:36	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%22852c-59d0c080e277f%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.ttf	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-regular-400.ttf	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:37	131624/131624	---M--	200	added ('OK')	font/ttf	etag:%2220228-59d0c080daebd%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.ttf	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-brands-400.ttf	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:45	76084/76084	---M--	200	added ('OK')	font/woff2	etag:%2212934-59d0c080efdc6%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.woff2	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.woff2	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:53	98996/98996	---M--	200	added ('OK')	font/woff	etag:%22182b4-59d0c080ee663%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.woff	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.woff	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:15:54	849145/849145	---M--	200	added ('OK')	image/svg+xml	etag:%22cf4f9-59d0c080e8908%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.svg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.svg	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:16:03	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-59d0c080e69b8%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.eot	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.eot	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:16:03	68950/68950	---M--	200	added ('OK')	text/css	etag:%2210d56-59d0dab32ebf2%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/316-layout.css?ver=c7d9046806d3cce0d1504f429568400b	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/316-layout7b68.css	(from http://localhost/GardenMaintenance/about/)
22:16:05	2248/2248	---M--	200	added ('OK')	application/json	date:Sun,%2026%20Jan%202020%2017:16:04%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fabout%2F	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embedcda2.json	(from http://localhost/GardenMaintenance/about/)
22:16:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Jan%202020%2017:16:05%20GMT	http://localhost/GardenMaintenance/?p=316	F:/GardenMaintenance/localhost/GardenMaintenance/index258b.html	(from http://localhost/GardenMaintenance/about/)
22:16:06	2341/2341	---M--	200	added ('OK')	text/xml	date:Sun,%2026%20Jan%202020%2017:16:05%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fabout%2F&format=xml	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embedb8cc	(from http://localhost/GardenMaintenance/about/)
22:16:08	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-59d0c080e69b8%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.eot?	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900d41d.eot	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
22:16:08	72259/72259	---M--	200	added ('OK')	text/css	etag:%2211a43-59d0c0962a674%22	http://localhost/GardenMaintenance/wp-content/plugins/ultimate-addons-for-beaver-builder-lite/modules/info-list/css/animate.css	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/ultimate-addons-for-beaver-builder-lite/modules/info-list/css/animate.css	(from http://localhost/GardenMaintenance/services/)
22:16:10	80391/80391	---M--	200	added ('OK')	text/css	etag:%2213a07-59d0e1f0b7afd%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/317-layout.css?ver=4264e9c35c16bb10e172dab90eaef242	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/317-layoute273.css	(from http://localhost/GardenMaintenance/services/)
22:16:12	29822/29822	---M--	200	added ('OK')	application/javascript	etag:%22747e-59d0dab336caf%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/316-layout.js?ver=c7d9046806d3cce0d1504f429568400b	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/316-layout7b68.js	(from http://localhost/GardenMaintenance/about/)
22:16:13	2263/2263	---M--	200	added ('OK')	application/json	date:Sun,%2026%20Jan%202020%2017:16:10%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fservices%2F	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embed69e5.json	(from http://localhost/GardenMaintenance/services/)
22:16:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Jan%202020%2017:16:13%20GMT	http://localhost/GardenMaintenance/?p=317	F:/GardenMaintenance/localhost/GardenMaintenance/index4ef8.html	(from http://localhost/GardenMaintenance/services/)
22:16:14	2356/2356	---M--	200	added ('OK')	text/xml	date:Sun,%2026%20Jan%202020%2017:16:13%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fservices%2F&format=xml	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embedcb37	(from http://localhost/GardenMaintenance/services/)
22:16:15	8833/8833	---M--	200	added ('OK')	application/javascript	etag:%222281-59d0c084556d5%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/js/jquery.waypoints.min.js?ver=2.3.1.1	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/js/jquery.waypoints.minc936.js	(from http://localhost/GardenMaintenance/services/)
22:16:15	54652/54652	---M--	200	added ('OK')	text/css	etag:%22d57c-59d0e1f3159ee%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/318-layout.css?ver=e479e01b2592e9b3959c5738441a7a3e	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/318-layout87a9.css	(from http://localhost/GardenMaintenance/projects/)
22:16:17	2263/2263	---M--	200	added ('OK')	application/json	date:Sun,%2026%20Jan%202020%2017:16:15%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fprojects%2F	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embed9616.json	(from http://localhost/GardenMaintenance/projects/)
22:16:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Jan%202020%2017:16:17%20GMT	http://localhost/GardenMaintenance/?p=318	F:/GardenMaintenance/localhost/GardenMaintenance/indexcb8c.html	(from http://localhost/GardenMaintenance/projects/)
22:16:18	193780/193780	---M--	200	added ('OK')	font/ttf	etag:%222f4f4-59d0c080ecb1f%22	http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.ttf	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/webfonts/fa-solid-900.ttf	(from http://localhost/GardenMaintenance/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.12.0/css/all.min.css?ver=2.3.1.1)
